,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,component 1,component 2,component 3,K-means PCA,Segment
29,0,0,63,2,175882,1,0,1.9641316341409076,1.0665672514335485,2.4720222261679083,3,well-off
30,0,1,36,1,159646,1,1,0.916312243882553,0.1665402141462913,-0.569640066143175,1,career-focused
31,0,0,27,0,120131,1,1,0.24365920565034405,-2.2948961017835603,-0.4416907244167757,1,career-focused
32,0,0,30,0,162745,1,2,1.4860044844930778,-2.1612159361547674,-0.834906703597238,1,career-focused
33,0,0,57,2,87605,0,0,-0.18893561976322396,0.5948326097510546,3.1632180305677218,2,fewer-opportunities
34,1,1,33,1,155569,2,1,0.9156895406443291,1.0156348106998394,-1.9156897701364797,0,standard
35,0,0,25,0,104505,0,0,-1.3700367847058725,-2.33656806160559,0.5057005253020738,2,fewer-opportunities
36,0,0,31,0,143385,1,2,1.2473020540329112,-2.197926237641251,-0.6987015739699943,1,career-focused
37,0,0,37,1,127676,1,1,0.8874222770658229,-0.9367323253403984,0.5053719492504404,1,career-focused
38,0,0,37,1,119276,1,1,0.7717769160309155,-0.9642220302522353,0.5418965982785637,1,career-focused
39,0,0,24,0,92542,1,1,-0.21966474517147516,-2.4651241890017457,-0.47780252310918575,1,career-focused
40,0,0,30,0,163329,2,1,1.6926123462921172,-2.0506270400463977,-1.0929487904254422,1,career-focused
41,0,1,26,1,130921,1,0,-0.32964708221958844,-0.10821549561659441,-0.6009874245986959,0,standard
42,0,0,44,1,133658,0,0,-0.17829646029325721,-0.667867983353471,1.8270284771787806,2,fewer-opportunities
43,0,1,24,1,155104,1,1,0.5197900397080958,-0.16808694001917615,-1.1741847861820816,1,career-focused
44,1,1,58,2,142335,0,1,0.1494000098484132,2.6595829891378,1.1410897096068309,3,well-off
45,1,1,35,1,138387,2,1,0.7348048923394525,1.0126991201543885,-1.736930450259102,0,standard
46,0,0,39,1,140182,1,0,0.5430938040678669,-0.7567930495675327,0.9190392098584906,1,career-focused
47,1,1,23,1,65421,0,0,-2.7173696091524078,0.4939487546535204,-0.440960848726221,0,standard
48,0,0,39,1,130500,0,0,-0.3609365696980519,-0.811437419204074,1.5806374561322234,2,fewer-opportunities
49,1,1,28,1,122831,1,0,-1.01709034725243,0.8380216253693041,-1.049966122427617,0,standard
50,0,0,29,0,84531,0,0,-1.5336945640189212,-2.295346960115381,0.8006489627336513,2,fewer-opportunities
51,0,0,30,0,180196,2,2,2.4969930499114006,-2.0811468620586946,-1.5302859020494815,1,career-focused
52,0,0,25,0,92058,1,2,0.37367204350182365,-2.5257796914091126,-0.7876699836652076,1,career-focused
53,0,0,31,0,117158,1,0,-0.25810819543314956,-2.1123193061436623,0.14333091829545055,2,fewer-opportunities
54,0,0,57,2,135830,1,1,1.8178955583115795,0.6898936863835107,1.9700316854873783,3,well-off
55,0,0,26,0,58258,0,0,-1.9789007416119384,-2.4612683268973785,0.7588149690268353,2,fewer-opportunities
56,0,0,52,1,202575,2,2,3.678971427378868,-0.3546744977652289,-0.023429899747816917,1,career-focused
57,1,1,31,1,183657,1,1,0.4759850881578907,1.0313020893140943,-1.5223710192390534,0,standard
58,1,1,23,1,152267,2,1,0.5919039787584552,0.7383595069277138,-2.4215772041546852,0,standard
59,1,1,23,1,115240,0,0,-2.0314962470812112,0.6569856128681398,-0.6575824546705155,0,standard
60,0,1,27,1,106955,1,2,0.5125734252637703,-0.33143630854669875,-1.1727475844411681,1,career-focused
61,0,0,50,1,123641,1,1,1.1936948993562333,-0.6035272002728033,1.1992354548129887,1,career-focused
62,0,0,61,2,166410,2,1,3.120965438028584,0.919516207409856,1.4256633700883827,3,well-off
63,0,0,25,0,227385,1,2,2.2367601116888367,-2.0829107275276653,-1.3760951240257837,1,career-focused
64,1,1,26,1,118372,1,1,-0.5619763718440098,0.6844168323851945,-1.498623127170109,0,standard
65,0,0,48,1,148115,1,1,1.4749707348833176,-0.5767278277967435,0.9887692610411974,1,career-focused
66,1,1,29,1,111069,1,0,-1.151188795195546,0.8261764164923602,-0.9467984074808116,0,standard
67,0,1,22,1,139780,1,0,-0.3190128967045153,-0.1858113673562163,-0.8476059246555603,0,standard
68,0,0,37,1,106978,1,2,1.1746341726760234,-1.0901867622352133,0.2313739377146691,1,career-focused
69,1,1,25,1,110019,1,2,-0.13263968954267538,0.5447155207915618,-1.8783238382221372,0,standard
70,1,1,30,1,169102,1,1,0.24776937343961875,0.9570227072190368,-1.5111078784152492,0,standard
71,0,0,46,1,73703,0,0,-0.9480500404488589,-0.8107819058267789,2.1917721795418625,2,fewer-opportunities
72,0,0,51,1,141858,2,2,2.81522938455424,-0.5800228986865025,0.1885535801755384,1,career-focused
73,1,1,41,2,135959,0,0,-0.983701964185122,2.271437795187744,0.6483934741370027,0,standard
74,0,0,40,1,140888,2,2,2.4957165855449133,-0.8763134599291393,-0.37949830208290114,1,career-focused
75,0,0,66,2,157299,2,2,3.706862055920155,0.9372158162111053,1.361405633568449,3,well-off
76,0,0,34,1,125187,1,1,0.7696576788602149,-1.0248185562148808,0.36012102072399527,1,career-focused
77,0,0,51,1,155486,1,2,2.232114887660189,-0.5583833371926963,0.7487959253962292,1,career-focused
78,0,0,39,1,151697,0,0,-0.06911100804841719,-0.7420684578926208,1.4884692435787557,2,fewer-opportunities
79,0,1,22,1,126400,1,1,0.0689481360549057,-0.3153170351385523,-1.1534238625708322,0,standard
80,1,1,44,2,159246,1,2,1.335465513133598,2.279109448615135,-0.6442811011776383,3,well-off
81,0,0,47,1,136138,1,1,1.282247132158854,-0.6425704885510015,0.9888228131513704,1,career-focused
82,1,1,24,1,84792,0,0,-2.4228505541074554,0.583988900898031,-0.47316478832614906,0,standard
83,1,1,58,2,100210,0,0,-1.0027152805589286,2.6074438865473377,1.6882529623204343,3,well-off
84,0,0,52,1,93706,0,0,-0.5056670881388949,-0.5854388707087247,2.416942744731949,2,fewer-opportunities
85,1,1,29,1,133783,2,1,0.5044246679552667,0.8377506047907839,-2.0290585238282444,0,standard
86,1,1,27,1,110064,1,2,-0.07635497659179627,0.598156633402803,-1.7744704860599358,0,standard
87,0,0,47,1,241068,1,1,2.7268504337532384,-0.29917825802730547,0.5325690723750637,1,career-focused
88,0,0,30,0,149022,2,2,2.0678110874230433,-2.18316639312079,-1.3947359724301107,1,career-focused
89,0,0,28,0,92973,1,2,0.4697669038182717,-2.4428445076216816,-0.6355750316184927,1,career-focused
90,0,0,56,1,110605,1,1,1.1812198655671133,-0.4863070652240561,1.5680652913411897,1,career-focused
91,0,0,54,1,116604,1,1,1.208144743341827,-0.5199686806344471,1.437931584568753,1,career-focused
92,1,1,33,1,71070,0,0,-2.3612721827011853,0.7789048128813699,0.05472142442662719,0,standard
93,0,0,20,0,128678,1,1,0.16650021569468934,-2.4534537892080137,-0.8430261245398737,1,career-focused
94,0,0,54,1,165230,1,2,2.449761282807256,-0.4465545099925738,0.8625008624108844,1,career-focused
95,0,0,58,2,268340,1,1,3.6700337207527673,1.1501907045352018,1.4458798570311595,3,well-off
96,1,1,61,2,135070,1,1,0.9036136440729804,2.7387076486171025,0.7092534726346151,3,well-off
97,0,0,34,1,134794,1,2,1.474087749013614,-1.079097337472408,-0.045648358525737474,1,career-focused
98,0,0,36,1,120153,1,1,0.7560182502996304,-0.9879988973235467,0.48605874103070146,1,career-focused
99,0,0,36,1,195465,2,2,3.1357644157973543,-0.8042933401021709,-0.8249065526478297,1,career-focused
100,0,1,41,1,93372,0,0,-1.1998420594859416,0.14564688621380434,0.9621489942622271,2,fewer-opportunities
101,0,0,24,0,110446,1,0,-0.5453424906306675,-2.3208133515740346,-0.19165571759906025,2,fewer-opportunities
102,1,1,24,1,95186,1,1,-0.9368502871411737,0.5552448553257606,-1.5018554194323341,0,standard
103,0,0,35,1,115343,1,1,0.6619649216867362,-1.0303869491369555,0.4549489408093792,1,career-focused
104,0,1,26,1,107276,1,1,-0.08300743410580123,-0.27131423731797877,-0.8621713717671006,0,standard
105,0,0,39,1,244716,2,2,3.8973157250403836,-0.5631745400506267,-0.8829848667229444,1,career-focused
106,0,0,39,1,183108,2,2,3.049139605678649,-0.764791890075442,-0.6151026551366802,1,career-focused
107,0,0,32,0,152876,1,2,1.4058001368129962,-2.1402192205073294,-0.6879455692368442,1,career-focused
108,1,1,30,1,165147,1,0,-0.3788478895031498,1.0297981327815284,-1.1299143701544394,0,standard
109,0,1,35,1,140520,1,0,0.05299860641228593,0.16302034592019077,-0.17450494279649875,0,standard
110,0,1,31,1,124203,1,1,0.2891946962620458,-0.0826845934993897,-0.6756503379191419,1,career-focused
111,1,1,23,1,107205,1,1,-0.7992136418425853,0.56793111826965,-1.6061406147125,0,standard
112,0,0,28,0,121432,0,2,0.09083530567525785,-2.3726692540388927,-0.1398204327949563,1,career-focused
113,1,1,25,1,162445,1,0,-0.5552101078803352,0.887720995197568,-1.3782881578625232,0,standard
114,0,1,35,1,134112,1,1,0.53694528883068,0.05633113321467933,-0.5106383394051129,1,career-focused
115,0,0,47,1,131842,1,1,1.2231027903724299,-0.6566295090630553,1.0075025622257532,1,career-focused
116,1,1,30,1,189896,2,0,0.7326144669666915,1.1337505243117179,-1.857026531536117,0,standard
117,1,1,27,1,109099,1,2,-0.08964042580592549,0.5949985899218598,-1.770274499594205,0,standard
118,1,1,23,1,153539,1,1,-0.16131933729599024,0.7195630215297752,-1.8076088394826266,0,standard
119,0,1,36,1,180495,2,1,1.974082111300473,0.2577295283959853,-1.2797943547617951,1,career-focused
120,1,1,25,1,104653,1,2,-0.20651504755616504,0.5271548354871669,-1.8549915445691718,0,standard
121,1,1,41,2,166933,2,2,2.128532337307152,2.2472842438327234,-1.4532782731944702,3,well-off
122,0,0,24,0,66118,0,0,-1.9263549094460386,-2.4888396636362304,0.6205893132256678,2,fewer-opportunities
123,0,0,63,2,135754,1,0,1.4116772237112931,0.9352450039690021,2.646505692382257,3,well-off
124,1,1,27,1,116103,1,2,0.00678577760937113,0.617919767684063,-1.8007290998076544,0,standard
125,0,0,30,0,104293,1,1,0.1091104072265774,-2.2667865163756535,-0.2167508384214717,1,career-focused
126,0,1,40,1,71702,0,0,-1.526012148461757,0.048083069541637324,1.0043493824473524,2,fewer-opportunities
127,0,0,30,0,99066,1,2,0.6093162767142842,-2.3696108074739173,-0.5580194267565399,1,career-focused
128,0,0,34,1,143979,2,2,2.371275772251634,-1.0260794420431505,-0.7050855630653063,1,career-focused
129,1,1,29,1,123818,1,0,-0.9756694252153038,0.8678985888639088,-1.0022332587259954,0,standard
130,1,1,24,1,176714,1,2,0.7577381176540791,0.7363335820401647,-2.220349713295359,0,standard
131,0,0,29,0,149249,1,2,1.2723683456481352,-2.232029651880582,-0.8282482774544793,1,career-focused
132,0,0,27,0,77535,0,0,-1.6856758132261864,-2.371535803541167,0.7270197576422218,2,fewer-opportunities
133,0,0,47,1,116540,1,1,1.0124354910205071,-0.7067065881774515,1.0740382978719845,1,career-focused
134,1,1,21,1,194728,1,0,-0.22209057273649194,0.886782129154954,-1.7267582506378114,0,standard
135,1,1,38,1,109311,1,2,0.21943675610048927,0.8888085325545954,-1.1989267025782275,0,standard
136,0,0,27,0,204723,1,2,1.980430632613568,-2.1037801779441714,-1.173507818830059,1,career-focused
137,0,0,66,2,126003,0,0,0.5901946822548761,0.9603155955445054,3.464477492445999,3,well-off
138,0,0,35,1,123109,1,1,0.7688818114244851,-1.0049720624291785,0.4211810331483786,1,career-focused
139,1,1,44,2,108251,0,0,-1.2816686715951209,2.2607018094880904,0.9249461677470475,0,standard
140,0,1,27,1,89908,0,0,-1.6371882932253017,-0.23874626882290526,0.2488679243398595,2,fewer-opportunities
141,1,1,30,1,176057,2,1,1.1142563067838478,1.0027427405109852,-2.160848658272352,0,standard
142,0,0,27,0,144332,2,2,1.9197446511653125,-2.2784555811989575,-1.5304165732766868,1,career-focused
143,0,0,22,0,101185,1,1,-0.1563391132805359,-2.4901330925327443,-0.6194327979804747,1,career-focused
144,1,1,23,1,107406,1,2,-0.2242788414385122,0.48287041267870173,-1.971011083395741,0,standard
145,0,0,30,0,140665,1,1,0.6098548205077263,-2.1477560941073994,-0.37490256871324545,1,career-focused
146,1,1,39,2,106461,1,0,-0.674739780048785,2.1445684805791463,0.053107606619592594,0,standard
147,1,1,51,2,127825,1,0,-0.04662397309704064,2.5342470414144853,0.5845073688071789,3,well-off
148,0,0,28,0,133898,1,1,0.46102628411915086,-2.2231955158159464,-0.44952750530794167,1,career-focused
149,0,0,46,1,152383,1,2,2.0502319800240754,-0.7017727809278052,0.5021657548619874,1,career-focused
150,0,0,42,1,119926,1,0,0.347721052661693,-0.7431417399096848,1.163189321973586,2,fewer-opportunities
151,0,0,38,1,108784,1,2,1.2273305174140532,-1.0576295525117045,0.2755456481360488,1,career-focused
152,0,0,24,0,153286,1,1,0.6166164227695263,-2.266334351482148,-0.7419279136525572,1,career-focused
153,1,1,29,1,214204,1,2,1.4130373383744024,0.9922573689661471,-2.1232401506337455,1,career-focused
154,0,0,36,1,208101,2,2,3.3097280803255797,-0.7629409697133648,-0.8798500604001352,1,career-focused
155,1,1,20,1,95355,1,1,-1.0458539810776895,0.44921022933805976,-1.7106883004351041,0,standard
156,0,0,48,1,124156,1,1,1.1451198771410145,-0.6551356658899221,1.0929471260489123,1,career-focused
157,0,1,45,2,72215,0,0,-1.1182237255759815,1.24999942003557,1.7218658553459811,2,fewer-opportunities
158,0,0,38,1,146529,1,2,1.7469774403024554,-0.9341058725239325,0.11142387699717818,1,career-focused
159,0,0,34,1,75343,0,0,-1.2594627658235784,-1.1251779462107019,1.560347057087259,2,fewer-opportunities
160,0,0,36,1,129789,1,1,0.8886800001725313,-0.9564642786889681,0.44415975078844006,1,career-focused
161,1,1,30,1,101153,1,1,-0.687705226198586,0.7346539025697028,-1.2156539049852553,0,standard
162,0,0,36,1,127833,1,2,1.4339187239394264,-1.048583947791206,0.08866829019492042,1,career-focused
163,0,0,70,2,224998,2,2,4.750225197799183,1.2653541675507762,1.2751367431139966,3,well-off
164,0,0,36,1,124445,1,2,1.3872750949886805,-1.0596714621056469,0.10339989863626345,1,career-focused
165,0,0,32,0,141116,1,1,0.6717290592419595,-2.0929863124254195,-0.27281457458740327,1,career-focused
166,1,1,33,1,104276,1,2,0.010955415426346898,0.7390964566897638,-1.4371562038360008,0,standard
167,1,1,20,1,147687,1,2,0.24678419029194984,0.5347525959803222,-2.3022333498903804,0,standard
168,1,1,25,1,125168,1,1,-0.4962463599603405,0.680010389524974,-1.580197817465288,0,standard
169,0,1,31,1,115369,1,2,0.7397418970291679,-0.19731309479015308,-1.0012350680346338,1,career-focused
170,0,0,33,1,95445,1,0,-0.23980966727035893,-1.0630801753152743,0.801416343366214,2,fewer-opportunities
171,1,1,26,1,95159,1,1,-0.8815568201420223,0.6084503418949004,-1.3976889988498917,0,standard
172,1,1,34,1,153031,2,2,1.480748285083616,0.9482574209247454,-2.2166260843706245,1,career-focused
173,0,0,33,1,108899,1,0,-0.05458434734611567,-1.0190508312814823,0.7429160305061698,2,fewer-opportunities
174,0,0,26,0,113515,1,1,0.12474212441494466,-2.3431944401530136,-0.4649477250970514,1,career-focused
175,1,1,53,2,211229,2,0,1.9280248356398608,2.8834466889943404,-0.293597830833524,3,well-off
176,0,1,42,2,121307,1,0,0.2448783573654702,1.3536755523810877,0.732832600828025,3,well-off
177,0,0,52,1,131727,1,2,1.9328500830104325,-0.6094897353347959,0.9041286658657005,1,career-focused
178,0,0,31,0,133574,2,1,1.310798781551253,-2.1213558513612796,-0.9115444076258962,1,career-focused
179,0,0,65,2,117334,1,0,1.213748651958653,0.9282578545329734,2.83064804981878,3,well-off
180,0,1,28,1,177291,1,2,1.5087431737782524,-0.07460892291745379,-1.4265561356742276,1,career-focused
181,0,1,30,1,168763,2,1,1.6455685376952374,0.059454034864336126,-1.540928654727073,1,career-focused
182,0,0,40,1,77720,0,0,-1.0597423294185284,-0.9575174752326522,1.8621585108213574,2,fewer-opportunities
183,0,0,50,1,176645,1,2,2.495584699608665,-0.515785657237594,0.6047684334354625,1,career-focused
184,0,0,36,1,106205,1,1,0.5639918817621438,-1.0336448978128683,0.5467070511073995,1,career-focused
185,0,0,31,0,97785,1,1,0.047345379149819115,-2.2614375693470268,-0.13642842180725676,1,career-focused
186,1,1,74,3,214364,2,1,3.389400177904951,4.43457603024241,0.8809134071500758,3,well-off
187,0,0,68,2,74525,0,0,-0.06285345438966505,0.845143366944726,3.7923617364982003,2,fewer-opportunities
188,0,1,20,1,98988,1,0,-0.936273981808891,-0.3726004568772931,-0.7742842918238404,0,standard
189,1,1,33,1,133561,1,1,-0.15803663313543115,0.9206525716890956,-1.200495949586479,0,standard
190,0,0,54,1,217651,2,2,3.942192500057806,-0.25204317628138995,0.015066071516560843,1,career-focused
191,0,0,34,1,116525,0,0,-0.69249761604506,-0.9904063952965033,1.3812806170543814,2,fewer-opportunities
192,0,0,36,1,135302,1,2,1.5367467241262982,-1.0241410185070976,0.05619178976741405,1,career-focused
193,0,1,29,1,106434,1,1,-0.011101728472488009,-0.19412898347460686,-0.7024366806320033,0,standard
194,0,0,21,0,128350,1,2,0.761984703930065,-2.5135987685241603,-1.1535719000064177,1,career-focused
195,1,1,34,1,147626,2,2,1.406336002179607,0.9305691048475455,-2.1931242119900287,1,career-focused
196,1,1,28,1,102697,1,0,-1.294281263809195,0.7721314207627655,-0.9624200172452082,0,standard
197,1,1,27,1,120262,1,0,-1.0802911456177975,0.8029674341163033,-1.090820177228942,0,standard
198,0,0,36,1,124214,1,2,1.3840948475602204,-1.0604274289907223,0.10440432648453682,1,career-focused
199,0,1,40,1,175223,2,1,2.012831248408282,0.3470641586497452,-1.04877274947444,1,career-focused
200,0,0,52,1,137467,1,0,0.8675392688066198,-0.4192681137280776,1.6071631277166196,1,career-focused
201,0,1,27,1,65815,0,0,-1.9688839698222094,-0.31759263316110603,0.3536284444630231,2,fewer-opportunities
202,0,0,26,0,129864,1,1,0.3498237919815757,-2.289690965676392,-0.5360359973542881,1,career-focused
203,0,1,21,1,88475,1,1,-0.4810094938283406,-0.4660767033990419,-1.0405439303437851,0,standard
204,0,0,38,1,74666,0,0,-1.1574528627686977,-1.0208057928533836,1.77138880972173,2,fewer-opportunities
205,0,0,38,1,222294,2,2,3.5607926227909674,-0.6631993398291868,-0.8375146528153014,1,career-focused
206,0,0,43,1,112878,1,0,0.27852167994697635,-0.7395599881968192,1.245859751739609,2,fewer-opportunities
207,0,0,26,0,103411,1,2,0.5578048479779797,-2.4619791230197334,-0.7850102761332914,1,career-focused
208,0,1,21,1,112868,0,0,-1.48808652575637,-0.32348928106866787,-0.16311317611156728,0,standard
209,0,0,55,1,157940,1,2,2.377230222310343,-0.44376472358788255,0.9462235499227175,1,career-focused
210,0,0,33,1,115835,1,2,1.1852408235813263,-1.1677891791426713,-0.015235865997188534,1,career-focused
211,1,1,45,2,109807,0,0,-1.232414153078368,2.2924408732320805,0.9702049212942642,0,standard
212,0,0,50,1,150699,1,1,1.5662106349374862,-0.5149776246175077,1.0815826032173983,1,career-focused
213,0,0,66,2,178967,2,0,2.860836873926343,1.1795631544649352,1.9951824037860408,3,well-off
214,0,0,51,1,132767,1,0,0.7750003437310876,-0.46129618131049777,1.5755750285199293,2,fewer-opportunities
215,1,1,39,2,86152,0,0,-1.7250753028287467,2.0551463616452135,0.7609138820864048,0,standard
216,0,0,31,0,114528,1,2,0.8500189369633491,-2.292363191765165,-0.5732263600408808,1,career-focused
217,0,0,23,0,133912,1,1,0.32205606580991886,-2.356384315478413,-0.7097109295351188,1,career-focused
218,0,1,24,1,81210,0,0,-1.8404340874625456,-0.34715197324472047,0.13061479888670224,2,fewer-opportunities
219,1,1,64,3,131242,1,0,0.6238054400992862,3.958842360946222,1.7055928284554938,3,well-off
220,0,1,26,1,68804,0,0,-1.955566087636146,-0.3344578029974413,0.28860724688808975,2,fewer-opportunities
221,1,1,23,1,96961,1,1,-0.9402459130856318,0.5344067686128814,-1.561597935588203,0,standard
222,0,0,30,0,90719,1,2,0.4944005828382876,-2.3969270654380965,-0.5217252308710941,1,career-focused
223,0,0,32,0,114116,1,1,0.3000118273440429,-2.181346078213467,-0.15541391699700702,1,career-focused
224,0,0,30,0,128639,1,1,0.44428921195941723,-2.1871121883061795,-0.3226114461879823,1,career-focused
225,0,0,27,0,106623,1,1,0.057690451262304925,-2.3391021653489283,-0.3829556102415508,1,career-focused
226,0,0,27,0,236264,1,1,1.8424976238725939,-1.9148411136256605,-0.9466570417480901,1,career-focused
227,0,0,53,1,207783,2,1,3.206336571213869,-0.22526546259394453,0.36994581382724123,1,career-focused
228,0,0,22,0,91739,1,1,-0.28638507522526624,-2.5210459202228885,-0.5783599605138494,1,career-focused
229,0,0,22,0,107780,1,2,0.5066238345589178,-2.554268896551516,-1.0121054816501232,1,career-focused
230,0,0,26,0,139157,1,2,1.049930928401051,-2.344997338284195,-0.9404400504379694,1,career-focused
231,0,0,51,1,121751,0,0,-0.14739561475156526,-0.5203061778937521,2.242973736913128,2,fewer-opportunities
232,0,0,35,1,121974,1,0,0.18108834825772108,-0.922967950217713,0.7901126949497469,2,fewer-opportunities
233,0,1,25,1,70320,0,0,-1.962527445545847,-0.3561434889451023,0.22999090741058814,2,fewer-opportunities
234,0,0,42,1,78327,0,0,-0.9957203911222183,-0.9022371704594521,1.9635681900366773,2,fewer-opportunities
235,0,0,30,0,131433,2,0,0.6813228175545457,-2.0692908817388624,-0.5902629942485859,1,career-focused
236,0,0,23,0,167076,0,2,0.5800672092735047,-2.356530049519559,-0.5984109683499033,1,career-focused
237,0,1,61,2,130788,0,0,0.13349009730784595,1.868035248548448,2.2995725067061956,3,well-off
238,1,1,35,1,107408,1,1,-0.46242777356461173,0.8883585308145865,-0.9827291741815664,0,standard
239,0,0,39,1,115323,1,1,0.7730199440511328,-0.9238647081454612,0.6631339441091505,1,career-focused
240,1,1,29,1,99012,1,0,-1.3171811901952932,0.78671887219212,-0.8943724916079447,0,standard
241,0,0,51,1,115996,1,1,1.116276445625107,-0.601899181159029,1.2845017435635104,1,career-focused
242,0,0,24,0,123353,1,1,0.20451968564358797,-2.3642926059019116,-0.6117740661098412,1,career-focused
243,1,1,27,1,100008,1,0,-1.3591341387607752,0.7366845194395957,-1.0027522913461315,0,standard
244,1,1,35,1,125105,0,0,-1.5616906790033245,1.0090327312295249,-0.0761830568669304,0,standard
245,0,0,25,0,92020,1,2,0.3731488859161896,-2.525904049597999,-0.7875047531100804,1,career-focused
246,0,0,52,1,108365,1,2,1.6112183062845389,-0.6859438408288832,1.0057106718889168,1,career-focused
247,0,0,35,1,112979,1,0,0.057251440816174504,-0.952404842560805,0.8292245066173622,2,fewer-opportunities
248,0,0,26,0,117221,1,1,0.175763756319155,-2.3310662441526246,-0.4810620523944591,1,career-focused
249,1,1,22,1,88800,1,2,-0.5082659082463565,0.3953337931315191,-1.942133495760874,0,standard
250,1,1,39,2,115099,0,0,-1.3265531283195249,2.149877848321754,0.6350473326319899,0,standard
251,1,1,46,2,113399,0,0,-1.1551294018155354,2.330842917833273,1.0066107956246642,0,standard
252,1,1,24,1,115879,1,1,-0.6519634471536335,0.6229644343425036,-1.5918321530441144,0,standard
253,0,0,35,1,141270,1,2,1.5910774075650982,-1.031257160851485,-0.021782613694993035,1,career-focused
254,0,0,24,0,107633,1,1,-0.011902347150310116,-2.4157376250940636,-0.5434207943572106,1,career-focused
255,0,0,27,0,131751,0,0,-0.9392676115751699,-2.1941093938387684,0.49127923720070615,2,fewer-opportunities
256,0,0,35,1,83687,0,0,-1.1167557817467124,-1.0712245828308133,1.5760904156817495,2,fewer-opportunities
257,0,1,29,1,106828,1,2,0.5664901617744109,-0.2785580803693666,-1.0681463466083907,1,career-focused
258,1,1,23,1,135537,1,1,-0.40915835983770477,0.6606499658365743,-1.7293330380773557,0,standard
259,1,1,57,2,107142,0,0,-0.9351129152108844,2.6034825150999756,1.6060869205647996,3,well-off
260,0,0,27,0,97446,1,1,-0.06865210566833134,-2.36913466796511,-0.3430524311783261,1,career-focused
261,1,1,55,2,126357,1,2,1.1888311360380523,2.464593590975642,0.07099555387166148,3,well-off
262,0,0,36,1,169617,2,1,2.207739547004916,-0.8031645942581133,-0.348518503771222,1,career-focused
263,1,1,57,2,108945,0,0,-0.9102904645030346,2.609382983904266,1.5982471655412633,3,well-off
264,0,0,32,0,67345,0,0,-1.6868016894278135,-2.2716488178290404,1.0314501852634683,2,fewer-opportunities
265,0,0,37,1,106215,1,0,0.01979457480435332,-0.921246753847742,0.9626845653548604,2,fewer-opportunities
